word_or_phrase,definition,etymology,english_cognates,related_words,language
sage,[To be translated],Found 2 times across documents,,,french
mille,[To be translated],Found 2 times across documents,,,french
rues,[To be translated],Found 2 times across documents,,,french
folle,[To be translated],Found 2 times across documents,,,french
driver,[To be translated],Found 2 times across documents,,,french
coups,[To be translated],Found 2 times across documents,,,french
birds,[To be translated],Found 2 times across documents,,,french
visa,[To be translated],Found 2 times across documents,,,french
administratives,[To be translated],Found 2 times across documents,,,french
bus,[To be translated],Found 2 times across documents,,,french
abonnements,[To be translated],Found 2 times across documents,,,french
gym,[To be translated],Found 2 times across documents,,,french
applicable,[To be translated],Found 2 times across documents,,,french
participer,[To be translated],Found 2 times across documents,,,french
créatifs,[To be translated],Found 2 times across documents,,,french
touristiques,[To be translated],Found 2 times across documents,,,french
rejoindre,[To be translated],Found 2 times across documents,,,french
jardins,[To be translated],Found 2 times across documents,,,french
pique,[To be translated],Found 2 times across documents,,,french
pied,[To be translated],Found 2 times across documents,,,french
damn,[To be translated],Found 2 times across documents,,,french
hit,[To be translated],Found 2 times across documents,,,french
couper,[To be translated],Found 2 times across documents,,,french
rendez,[To be translated],Found 2 times across documents,,,french
documente,[To be translated],Found 2 times across documents,,,french
coupé,[To be translated],Found 2 times across documents,,,french
copier,[To be translated],Found 2 times across documents,,,french
starts,[To be translated],Found 2 times across documents,,,french
www,[To be translated],Found 2 times across documents,,,french
francais,[To be translated],Found 2 times across documents,,,french
veal,[To be translated],Found 2 times across documents,,,french
tonne,[To be translated],Found 2 times across documents,,,french
drank,[To be translated],Found 2 times across documents,,,french
mou,[To be translated],Found 2 times across documents,,,french
glass,[To be translated],Found 2 times across documents,,,french
ball,[To be translated],Found 2 times across documents,,,french
coupe,[To be translated],Found 2 times across documents,,,french
douche,[To be translated],Found 2 times across documents,,,french
ourse,[To be translated],Found 2 times across documents,,,french
course,[To be translated],Found 2 times across documents,,,french
crowd,[To be translated],Found 2 times across documents,,,french
race,[To be translated],Found 2 times across documents,,,french
lulu,[To be translated],Found 2 times across documents,,,french
mousse,[To be translated],Found 2 times across documents,,,french
man,[To be translated],Found 2 times across documents,,,french
russe,[To be translated],Found 2 times across documents,,,french
chou,[To be translated],Found 2 times across documents,,,french
teint,[To be translated],Found 2 times across documents,,,french
gaston,[To be translated],Found 2 times across documents,,,french
mains,[To be translated],Found 2 times across documents,,,french
lin,[To be translated],Found 2 times across documents,,,french
allant,[To be translated],Found 2 times across documents,,,french
banane,[To be translated],Found 2 times across documents,,,french
allemagne,[To be translated],Found 2 times across documents,,,french
attendant,[To be translated],Found 2 times across documents,,,french
trente,[To be translated],Found 2 times across documents,,,french
bouchon,[To be translated],Found 2 times across documents,,,french
sot,[To be translated],Found 2 times across documents,,,french
plot,[To be translated],Found 2 times across documents,,,french
lance,[To be translated],Found 2 times across documents,,,french
pince,[To be translated],Found 2 times across documents,,,french
insistant,[To be translated],Found 2 times across documents,,,french
fainéant,[To be translated],Found 2 times across documents,,,french
bac,[To be translated],Found 2 times across documents,,,french
fact,[To be translated],Found 2 times across documents,,,french
hotte,[To be translated],Found 2 times across documents,,,french
beautiful,[To be translated],Found 2 times across documents,,,french
riz,[To be translated],Found 2 times across documents,,,french
blue,[To be translated],Found 2 times across documents,,,french
bottom,[To be translated],Found 2 times across documents,,,french
lateral,[To be translated],Found 2 times across documents,,,french
vil,[To be translated],Found 2 times across documents,,,french
tournevis,[To be translated],Found 2 times across documents,,,french
tire,[To be translated],Found 2 times across documents,,,french
bricolage,[To be translated],Found 2 times across documents,,,french
dévouement,[To be translated],Found 2 times across documents,,,french
trying,[To be translated],Found 2 times across documents,,,french
show,[To be translated],Found 2 times across documents,,,french
clarity,[To be translated],Found 2 times across documents,,,french
voice,[To be translated],Found 2 times across documents,,,french
paraphrasing,[To be translated],Found 2 times across documents,,,french
negation,[To be translated],Found 2 times across documents,,,french
polishing,[To be translated],Found 2 times across documents,,,french
linking,[To be translated],Found 2 times across documents,,,french
abstraction,[To be translated],Found 2 times across documents,,,french
area,[To be translated],Found 2 times across documents,,,french
essayer,[To be translated],Found 2 times across documents,,,french
deputized,[To be translated],Found 2 times across documents,,,french
